Sequence ID,gb,knn,log,nb,rf,svm,tree
NP_416081.1 Qin prophage; mRNA interferase toxin RelE,0,0,0,0,0,0,0
NP_416082.1 Qin prophage; antitoxin/DNA-binding transcriptional repressor RelB,0,0,0,0,0,0,0
NP_416083.1 Qin prophage; protein YdfV,0,1,0,1,1,0,1
NP_416084.1 Qin prophage; protein FlxA,1,1,0,0,0,0,0
NP_416087.1 Qin prophage; DNA-binding transcriptional regulator for DicB,0,0,0,0,0,0,0
NP_416088.1 DNA-binding transcriptional dual regulator DicA,0,0,0,0,0,0,0
NP_416089.1 Qin prophage; DUF1391 domain-containing protein YdfA,1,0,1,0,1,1,0
NP_416090.2 Qin prophage; uncharacterized protein YdfB,0,0,0,0,0,0,0
NP_416091.1 Qin prophage; uncharacterized protein YdfC,0,0,0,0,0,0,0
NP_416092.1 Qin prophage; cell division inhibition protein DicB,0,0,0,0,0,0,0
NP_416093.1 Qin prophage; lysis protein,1,0,0,0,1,0,1
NP_416097.1 putative zinc-binding dehydrogenase RspB,0,0,0,0,0,0,0
NP_416098.1 mandelate racemase/muconate lactonizing enzyme family protein RspA,0,0,0,1,0,0,0
NP_416099.1 conserved inner membrane protein YnfA,1,0,1,1,1,1,1
NP_416100.1 DUF1283 domain-containing protein YnfB,0,0,0,0,0,0,0
NP_416101.1 spermidine N-acetyltransferase,0,0,0,0,0,0,0
NP_416102.2 UPF0257 family lipoprotein YnfC,1,0,1,1,0,0,0
NP_416103.2 DUF1161 domain-containing protein YnfD,1,1,1,1,1,1,1
NP_416104.1 putative selenate reductase YnfE,1,1,1,1,1,1,1
NP_416105.4 putative selenate reductase YnfF,1,1,1,1,1,0,1
NP_416106.1 putative oxidoreductase YnfG,1,1,1,0,1,0,1
NP_416107.1 putative menaquinol dehydrogenase,1,1,1,1,1,1,1
NP_416108.2 redox enzyme maturation protein DmsD,0,1,0,1,1,0,0
NP_416109.2 putative chloride:H(+) antiporter ClcB,1,1,1,1,1,1,1
NP_416110.4 putative dethiobiotin synthetase,0,0,0,1,0,0,0
NP_416111.1 DNA-binding transcriptional repressor Mlc,0,0,0,0,0,0,0
NP_416112.1 putative DNA-binding transcriptional regulator,1,1,0,0,1,0,0
NP_416113.1 putative transporter YnfM,1,1,1,1,1,1,1
NP_416114.2 acid shock protein,0,0,0,0,0,0,0
NP_416115.1 putative serine protease YdgD,1,0,0,1,1,0,0
NP_416116.1 multidrug/spermidine efflux pump membrane subunit MdtI,1,1,1,1,1,1,1
NP_416117.1 multidrug/spermidine efflux pump membrane subunit MdtJ,1,1,1,1,1,1,1
NP_416118.1 autoinducer 2 exporter,1,1,1,1,1,1,1
NP_416119.1 pyridine nucleotide transhydrogenase subunit beta,1,1,1,1,1,1,1
NP_416120.1 pyridine nucleotide transhydrogenase subunit alpha,1,1,1,1,1,1,1
NP_416121.1 DUF1471 domain-containing protein YdgH,1,1,1,0,1,1,1
NP_416122.1 putative arginine:ornithine antiporter,1,1,1,1,1,1,1
NP_416123.1 dihydromonapterin reductase,1,0,0,0,0,1,0
NP_416124.1 GlpM family protein,1,1,1,1,1,1,1
NP_416125.2 DNA-binding transcriptional regulator RstA,0,0,0,0,0,0,0
NP_416126.1 sensory histidine kinase RstB,1,1,0,1,1,0,1
NP_416127.1 DNA replication terminus site-binding protein,0,0,0,0,0,0,0
NP_416128.1 fumarase C,0,0,0,1,0,0,0
NP_416129.1 fumarase A,0,0,1,0,0,0,0
NP_416130.3 mannose-6-phosphate isomerase,1,0,0,0,0,0,0
NP_416131.1 conserved protein YdgA,1,0,1,1,1,1,1
NP_416132.2 outer membrane porin family protein,1,1,1,1,1,1,1
NP_416133.1 glucuronide:H(+) symporter,1,1,1,1,1,1,1
NP_416134.1 beta-glucuronidase,1,0,0,1,1,0,0
NP_416135.1 DNA-binding transcriptional repressor UidR,0,0,0,0,0,0,0
NP_416136.1 7-alpha-hydroxysteroid dehydrogenase,0,0,0,1,0,0,0
NP_416137.1 DNA-binding transcriptional repressor MalI,1,0,1,1,1,1,1
NP_416138.1 PTS enzyme IIBC component MalX,1,1,1,1,1,1,1
NP_416139.1 negative regulator of MalT activity/cystathionine beta-lyase,0,0,0,1,0,0,0
NP_416140.1 adenosine deaminase,0,0,0,0,0,0,0
NP_416141.4 putative oxidoreductase YdgJ,0,0,0,0,0,0,0
NP_416142.1 H-NS- and StpA-binding protein,0,0,0,0,0,0,0
NP_416143.2 conserved inner membrane protein YdgK,1,1,1,1,1,1,1
NP_416144.1 SoxR [2Fe-2S] reducing system protein RsxA,1,1,1,1,1,1,1
NP_416145.1 SoxR [2Fe-2S] reducing system protein RsxB,1,0,1,0,1,1,1
NP_416146.1 SoxR [2Fe-2S] reducing system protein RsxC,1,1,1,0,1,0,1
NP_416147.1 SoxR [2Fe-2S] reducing system protein RsxD,1,0,1,1,1,1,1
NP_416148.1 SoxR [2Fe-2S] reducing system protein RsxG,1,1,0,1,1,0,1
NP_416149.1 SoxR [2Fe-2S] reducing system protein RsxE,1,1,1,1,1,1,1
NP_416150.1 endonuclease III,0,0,0,0,0,0,0
NP_416151.1 dipeptide/tripeptide:H(+) symporter DtpA,1,1,1,1,1,1,1
NP_416152.1 glutathione S-transferase GstA,1,0,1,0,0,1,1
NP_416153.1 pyridoxal kinase 2,0,0,0,0,0,0,0
NP_416154.1 tyrosine--tRNA ligase,1,0,1,0,1,1,1
NP_416155.1 pyridoxal 5-phosphate synthase,0,0,0,0,0,0,0
NP_416156.4 inhibitor of c-type lysozyme putative lipoprotein,1,0,1,0,1,1,1
NP_416157.1 anhydro-N-acetylmuramic acid kinase,1,0,0,1,1,0,0
NP_416159.2 DNA-binding transcriptional dual regulator SlyA,0,1,0,0,0,0,0
NP_416160.1 DUF1656 domain-containing protein YdhI,1,1,1,1,1,1,1
NP_416161.4 putative membrane fusion protein YdhJ,1,0,1,0,1,0,1
NP_416162.1 putative transporter YdhK,1,1,1,1,1,1,1
NP_416163.1 superoxide dismutase (Cu-Zn),1,1,1,0,1,0,1
NP_416165.2 conserved protein YdhL,0,0,0,0,0,0,0
NP_416166.3 DNA-binding transcriptional repressor NemR,0,0,0,0,0,0,0
NP_416167.1 N-ethylmaleimide reductase,0,0,0,0,0,0,0
NP_416168.1 glyoxalase I,1,1,1,0,0,1,0
NP_416169.1 RNase T,0,0,0,0,0,0,0
NP_416170.1 putative ATP-dependent helicase Lhr,1,1,1,1,1,1,1
NP_416171.1 glutaredoxin 4,1,1,1,0,1,1,1
NP_416172.1 peptidoglycan DD-endopeptidase MepH,0,0,0,0,0,0,0
NP_416173.1 superoxide dismutase (Fe),0,0,0,1,1,0,0
NP_416174.1 putative transporter YdhP,1,1,1,1,1,1,1
NP_416175.1 DNA-binding transcriptional repressor PurR,1,0,1,0,0,0,0
NP_416176.1 putative LysR family DNA-binding transcriptional regulator YdhB,0,0,0,0,0,0,0
NP_416178.1 cyclopropane fatty acyl phospholipid synthase,0,0,0,0,0,0,0
NP_416179.1 riboflavin synthase,0,0,0,0,0,0,0
NP_416181.1 adhesin-like autotransporter YdhQ,1,0,1,0,1,0,0
NP_416182.1 putative monooxygenase YdhR,1,0,0,0,0,0,1
NP_416183.1 FAD/NAD(P) binding domain-containing protein YdhS,0,0,0,0,0,0,0
NP_416184.1 conserved protein YdhT,1,0,0,0,1,0,0
NP_416185.1 putative cytochrome YdhU,1,1,1,1,1,1,0
NP_416186.4 putative 4Fe-4S ferredoxin-type protein,1,1,1,0,0,0,1
NP_416187.1 protein YdhW,0,0,0,0,0,0,0
NP_416188.1 putative oxidoreductase,0,1,0,1,1,0,0
NP_416189.1 putative 4Fe-4S ferredoxin-type protein,1,1,1,1,1,1,1
NP_416190.1 fumarase D,0,0,0,0,0,0,0
NP_416191.1 pyruvate kinase I,1,0,1,0,1,0,0
NP_416192.1 murein lipoprotein,1,0,0,0,0,0,0
NP_416193.1 LD-transpeptidase LdtE,1,1,1,1,1,1,1
NP_416194.1 sulfur acceptor for SufS cysteine desulfurase,0,0,0,0,0,0,0
NP_416195.1 L-cysteine desulfurase,0,0,0,1,0,0,0
NP_416196.1 Fe-S cluster scaffold complex subunit SufD,0,0,0,0,0,0,0
NP_416197.1 Fe-S cluster scaffold complex subunit SufC,1,1,0,0,0,0,0
NP_416198.2 Fe-S cluster scaffold complex subunit SufB,0,0,0,1,0,0,0
NP_416199.1 iron-sulfur cluster insertion protein SufA,0,0,0,0,0,0,0
NP_416200.2 protein YdiH,1,1,1,0,0,1,0
NP_416201.1 1-dihydroxy-2-naphthoyl-CoA hydrolase,0,0,0,0,0,0,0
NP_416202.1 putative FAD-linked oxidoreductase,0,1,1,1,1,0,0
NP_416203.1 putative transporter YdiK,1,1,1,1,1,1,1
NP_416204.2 DUF1870 domain-containing protein YdiL,0,0,0,0,0,0,0
NP_416205.1 putative exporter YdiM,1,1,1,1,1,1,1
NP_416206.6 putative transporter YdiN,1,1,1,1,1,1,1
NP_416207.1 shikimate dehydrogenase/quinate dehydrogenase,0,0,1,0,0,0,0
NP_416208.1 3-dehydroquinate dehydratase,0,0,0,0,0,0,0
NP_416209.1 putative acetate-CoA transferase,1,1,1,1,0,0,0
NP_416210.4 putative acyl-CoA dehydrogenase,0,0,0,0,0,0,0
NP_416211.1 putative DNA-binding transcriptional regulator YdiP,0,0,0,0,0,0,0
NP_416212.1 putative electron transfer flavoprotein subunit YdiQ,0,0,0,0,0,0,0
NP_416213.1 putative electron transfer flavoprotein subunit YdiR,0,0,0,0,0,0,0
NP_416214.1 putative oxidoreductase with FAD/NAD(P)-binding domain,0,0,0,1,0,0,0
NP_416215.1 putative 4Fe-4S ferredoxin-type protein,0,0,0,0,0,0,0
NP_416216.5 short chain acyl-CoA synthetase,0,0,0,1,0,0,0
NP_416217.1 phosphoenolpyruvate synthetase,1,0,1,1,1,0,0
NP_416218.1 posphoenolpyruvate synthetase regulatory protein,0,0,0,0,0,0,0
NP_416219.1 3-deoxy-7-phosphoheptulonate synthase Trp-sensitive,0,0,0,0,0,0,0
NP_416220.1 PF10636 family protein YdiE,0,0,1,0,0,1,0
NP_416221.1 UPF0061 family protein YdiU,0,0,0,1,0,0,0
NP_416222.1 anti-FlhDC factor,0,1,0,1,1,0,0
NP_416223.1 NlpC/P60 family lipoprotein NlpC,1,0,0,1,1,0,1
NP_416224.1 vitamin B12 ABC transporter ATP binding subunit,1,0,0,0,1,0,1
NP_416225.1 thioredoxin/glutathione peroxidase,1,0,1,0,1,1,0
NP_416226.1 vitamin B12 ABC transporter membrane subunit,1,1,1,1,1,1,1
NP_416227.1 integration host factor subunit alpha,1,0,1,0,0,0,0
NP_416228.1 phenylalanine--tRNA ligase subunit beta,0,0,0,1,0,0,0
NP_416229.1 phenylalanine--tRNA ligase subunit alpha,0,0,0,0,0,0,0
NP_416230.1 pheST-ihfA operon leader peptide,0,0,0,1,0,0,0
NP_416231.1 50S ribosomal subunit protein L20,0,0,0,0,0,0,0
NP_416232.3 50S ribosomal subunit protein L35,0,0,0,0,0,0,0
NP_416233.1 translation initiation factor IF-3,1,0,1,0,0,0,0
NP_416234.1 threonine--tRNA ligase,1,0,0,1,0,0,0
NP_416236.1 acid-inducible putative outer membrane protein YdiY,1,1,1,1,1,1,1
NP_416237.3 6-phosphofructokinase II,1,0,0,0,0,0,0
NP_416238.1 protein YdiZ,1,0,0,0,0,0,0
NP_416239.1 putative kinase YniA,0,0,0,0,0,0,0
NP_416240.1 uncharacterized protein YniB,1,1,1,1,1,1,1
NP_416241.1 hexitol phosphatase B,0,0,0,0,0,0,0
NP_416242.6 putative inner membrane protein regulated by LexA,1,1,1,1,1,1,1
NP_416243.1 cystine/sulfocysteine:cation symporter,1,1,1,1,1,1,1
NP_416244.2 protein YdjO,0,1,0,1,1,0,1
NP_416245.2 cell division modulator,1,0,1,0,0,1,0
NP_416247.1 chitin disaccharide deacetylase,0,0,0,0,0,0,0
NP_416248.1 monoacetylchitobiose-6-phosphate hydrolase,0,0,0,0,0,0,0
NP_416249.1 DNA-binding transcriptional dual regulator ChbR,0,0,0,0,0,0,0
NP_416250.1 NN'-diacetylchitobiose-specific PTS enzyme IIA component,1,1,1,0,1,1,1
NP_416251.1 NN'-diacetylchitobiose-specific PTS enzyme IIC component,1,1,1,1,1,1,1
NP_416252.1 NN'-diacetylchitobiose-specific PTS enzyme IIB component,1,1,0,0,1,0,1
NP_416253.1 osmotically-inducible lipoprotein OsmE,1,0,0,0,1,0,1
NP_416254.1 NAD synthetase NH3-dependent,0,0,0,0,0,0,0
NP_416255.1 endonuclease of nucleotide excision repair,0,0,0,0,0,0,0
NP_416256.2 HutD family protein Ves,0,0,0,0,0,0,0
NP_416257.1 ATP-independent periplasmic chaperone,1,0,1,0,0,0,0
NP_416258.1 succinylglutamate desuccinylase,0,0,0,1,0,0,0
NP_416259.1 N-succinylarginine dihydrolase,0,0,0,0,0,0,0
NP_416260.1 aldehyde dehydrogenase,1,0,1,1,1,1,1
NP_416261.1 arginine N-succinyltransferase,0,0,0,0,0,0,0
NP_416262.1 succinylornithine transaminase,0,0,0,1,0,0,0
NP_416263.1 exodeoxyribonuclease III,0,0,0,0,0,0,0
NP_416264.4 DedA family protein YdjX,1,1,1,1,1,1,1
NP_416265.4 4Fe-4S ferredoxin-type domain-containing protein YdjY,1,0,1,0,1,0,1
NP_416266.1 DedA family protein YdjZ,1,1,1,1,1,1,1
NP_416267.1 AhpD-like domain-containing protein YnjA,1,0,0,0,1,0,1
NP_416268.2 putative ABC transporter periplasmic binding protein YnjB,1,1,1,1,1,1,1
NP_416269.4 putative ABC transporter membrane subunit YnjC,1,1,1,1,1,1,1
NP_416270.1 putative ABC transporter ATP-binding protein YnjD,1,1,0,1,1,0,1
NP_416271.4 molybdopterin synthase sulfurtransferase,1,1,1,1,1,1,1
NP_416272.2 putative phosphatidyl transferase inner membrane protein,1,1,1,1,1,1,1
NP_416273.1 5-hydroxy-CTP diphosphatase,0,0,0,0,0,0,0
NP_416274.1 DUF1496 domain-containing protein YnjH,1,1,1,1,1,1,1
NP_416275.1 glutamate dehydrogenase,0,0,1,1,0,0,0
NP_416276.4 DUF1266 domain-containing protein YnjI,1,1,0,1,1,0,0
NP_416277.1 DNA topoisomerase III,0,0,0,0,0,0,0
NP_416278.1 selenide water dikinase,0,0,0,1,0,0,0
NP_416279.1 putative oxidoreductase,0,0,0,0,0,0,0
NP_416280.1 protease IV a signal peptide peptidase,1,0,1,1,1,1,1
NP_416281.1 L-asparaginase 1,0,0,0,0,0,0,0
NP_416282.4 nicotinamidase,0,0,0,0,0,0,0
NP_416283.1 putative transporter YdjE,1,1,1,1,1,1,1
NP_416284.1 putative DNA-binding transcriptional regulator YdjF,0,1,0,0,0,0,0
NP_416285.1 NADH-dependent methylglyoxal reductase,0,0,0,0,0,0,0
NP_416286.4 putative sugar kinase YdjH,0,0,0,0,0,0,0
NP_416287.1 putative aldolase YdjI,0,0,0,0,0,0,0
NP_416288.1 putative zinc-binding dehydrogenase YdjJ,0,0,0,0,0,0,0
NP_416289.1 putative transporter YdjK,1,1,1,1,1,1,1
NP_416290.1 putative zinc-binding dehydrogenase YdjL,0,0,0,0,0,0,0
NP_416291.4 conserved protein YeaC,0,0,0,0,0,0,0
NP_416292.1 methionine sulfoxide reductase B,1,0,1,0,0,0,0
NP_416293.1 glyceraldehyde-3-phosphate dehydrogenase A,0,0,0,0,0,0,0
NP_416294.4 putative aldose 1-epimerase YeaD,0,0,0,0,0,0,0
NP_416295.1 methylglyoxal reductase YeaE,0,0,0,0,0,0,0
NP_416296.1 scaffolding protein that interacts with murein polymerase and murein hydrolase,1,1,1,1,1,1,1
NP_416297.1 protein kinase YeaG,1,0,1,1,1,1,1
NP_416298.1 DUF444 domain-containing protein YeaH,0,0,0,0,0,0,0
NP_416299.1 putative c-di-GMP binding protein CdgI,1,1,1,1,1,1,1
NP_416300.2 putative diguanylate cyclase DgcJ,1,0,1,1,1,0,1
NP_416301.1 mischarged aminoacyl-tRNA deacylase,0,0,0,0,0,0,0
NP_416302.2 protein YoaI,1,0,1,1,1,1,1
NP_416303.1 conserved inner membrane protein YeaL,1,0,1,1,0,1,0
NP_416304.1 DNA-binding transcriptional repressor NimR,0,0,0,0,0,0,0
NP_416305.1 2-nitroimidazole exporter,1,1,1,1,1,1,1
NP_416306.2 conserved protein YeaO,0,0,0,0,0,0,0
NP_416307.1 DUF333 domain-containing lipoprotein YoaF,1,1,1,0,1,1,1
NP_416308.4 diguanylate cyclase DgcP,1,0,0,0,0,0,0
NP_416309.1 PF04226 family protein YeaQ,1,1,1,1,1,1,1
NP_416310.1 DUF1869 domain-containing protein YoaG,1,1,1,0,0,1,0
NP_416311.1 DUF1971 domain-containing protein YeaR,1,1,0,0,0,1,0
NP_416312.1 leucine exporter,1,1,1,1,1,1,1
NP_416313.4 DNA-binding transcriptional regulator DmlR,0,1,0,0,0,0,0
NP_416314.1 D-malate/3-isopropylmalate dehydrogenase (decarboxylating),0,0,0,0,0,0,0
NP_416315.1 putative transporter YeaV,1,1,1,1,1,1,1
NP_416316.1 carnitine monooxygenase subunit YeaW,1,0,1,1,0,0,0
NP_416317.1 carnitine monooxygenase subunit YeaX,0,0,0,0,0,0,0
NP_416318.1 RNase D,0,0,0,1,0,0,0
NP_416319.1 fatty acyl-CoA synthetase,0,0,1,1,1,0,1
NP_416320.1 Slp family lipoprotein YeaY,1,1,1,1,1,0,1
NP_416321.1 N(6)-L-threonylcarbamoyladenine synthase TsaB subunit,0,0,0,0,0,0,0
NP_416322.1 putative 5' to 3' DNA helicase implicated in DNA repair,1,1,1,1,1,0,0
NP_416323.4 RutC family protein YoaB,0,1,0,0,0,0,0
NP_416324.2 DUF1889 domain-containing protein YoaC,1,1,1,0,1,1,1
NP_416325.1 UFP0181 family protein YoaH,1,1,1,0,0,1,0
NP_416326.1 aminodeoxychorismate synthase subunit 1,1,0,0,1,1,0,0
NP_416327.1 putative NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity,0,0,0,0,0,0,0
NP_416328.1 L-serine deaminase I,1,0,0,1,0,0,0
NP_416329.4 putative c-di-GMP phosphodiesterase PdeD,1,1,0,1,1,0,0
NP_416330.1 putative inner membrane protein,1,1,1,1,1,1,1
NP_416331.1 mannose-specific PTS enzyme IIAB component,0,1,0,0,1,0,1
NP_416332.1 mannose-specific PTS enzyme IIC component,1,1,1,1,1,1,1
NP_416333.4 mannose-specific PTS enzyme IID component,1,1,1,1,1,1,1
NP_416334.1 conserved inner membrane protein YobD,1,0,1,1,1,1,1
NP_416335.4 Mn(2(+)) exporter,1,1,1,1,1,1,1
NP_416336.1 23S rRNA m(1)G745 methyltransferase,0,0,0,0,0,0,0
NP_416337.1 stress protein member of the CspA family,1,1,1,0,1,1,1
NP_416338.1 DUF2527 domain-containing protein YobF,1,1,1,0,0,1,0
NP_416339.1 uncharacterized protein YebO,1,0,0,0,1,0,1
NP_416340.1 PhoQ kinase inhibitor,1,0,1,1,0,1,1
NP_416341.1 DNA-binding transcriptional repressor KdgR,0,0,0,0,0,0,0
NP_416342.4 putative transporter YebQ,1,1,1,1,1,1,1
NP_416343.1 zinc dependent endoprotease,1,0,1,1,1,1,1
NP_416344.1 tail-specific protease,1,0,1,1,1,0,1
NP_416346.4 free methionine-(R)-sulfoxide reductase,0,0,0,0,0,0,0
NP_416347.1 intermembrane transport protein YebS,1,1,1,1,1,1,1
NP_416348.2 intermembrane transport protein YebT,1,1,1,1,1,1,1
NP_416349.2 16S rRNA m(5)C1407 methyltransferase,0,0,0,1,0,0,0
NP_416350.4 protein YebV,1,0,0,0,0,0,0
NP_416351.2 protein YebW,1,0,0,0,1,0,1
NP_416352.4 phosphoprotein phosphatase 1,0,0,0,0,0,0,0
NP_416353.1 DUF2511 domain-containing protein YebY,1,1,1,1,1,1,1
NP_416354.1 putative inner membrane protein,1,1,1,1,1,1,1
NP_416355.1 CopC domain-containing protein,1,1,1,1,1,1,1
NP_416356.1 DNA polymerase III subunit theta,1,0,1,0,0,1,0
NP_416357.1 putative carbon-nitrogen hydrolase family protein YobB,0,0,0,1,1,0,0
NP_416358.1 exonuclease X,0,0,0,0,0,0,0
NP_416359.1 oligopeptidase B,1,1,1,1,1,1,1
NP_416360.1 conserved inner membrane protein YebE,1,0,1,0,1,0,0
NP_416361.2 secreted protein YebF,1,0,0,0,0,0,1
NP_416362.1 DNA damage-inducible protein YebG,0,0,0,0,0,0,0
NP_416363.1 phosphoribosylglycinamide formyltransferase 2,0,0,0,0,0,0,0
NP_416364.1 KHG/KDPG aldolase,1,0,1,1,1,1,0
NP_416365.1 phosphogluconate dehydratase,1,0,0,1,0,0,0
NP_416366.1 NADP(+)-dependent glucose-6-phosphate dehydrogenase,0,0,1,0,0,0,0
NP_416367.1 DNA-binding transcriptional repressor YebK,0,0,0,0,0,0,0
NP_416368.1 pyruvate kinase II,0,0,1,0,0,0,0
NP_416369.1 myristoyl-acyl carrier protein-dependent acyltransferase,1,0,0,0,0,0,0
NP_416370.2 peptidoglycan DD-endopeptidase MepM,1,0,1,0,1,0,0
NP_416371.4 Zn(2(+)) ABC transporter periplasmic binding protein,1,1,1,0,1,0,1
NP_416372.1 Zn(2(+)) ABC transporter ATP binding subunit,1,1,1,0,1,0,1
NP_416373.1 Zn(2(+)) ABC transporter membrane subunit,1,1,1,1,1,1,1
NP_416374.1 Holliday junction branch migration complex subunit RuvB,1,0,1,0,1,0,0
NP_416375.1 Holliday junction branch migration complex subunit RuvA,0,0,0,0,0,0,0
NP_416376.2 putative papain-like amidase YebB,0,0,0,0,0,0,0
NP_416377.1 crossover junction endodeoxyribonuclease RuvC,1,1,1,0,0,1,0
NP_416378.1 putative transcriptional regulator YebC,0,0,0,0,0,0,0
NP_416379.1 dihydroneopterin triphosphate diphosphatase,1,0,1,0,0,1,0
NP_416380.1 aspartate--tRNA ligase,0,0,1,0,0,0,0
NP_416381.2 putative hydrolase,1,1,1,0,1,1,1
NP_416382.1 DUF72 domain-containing protein YecE,0,0,0,0,0,0,0
NP_416383.4 putative inner membrane protein,1,1,1,1,1,1,1
NP_416384.1 carboxy-S-adenosyl-L-methionine synthase,0,0,0,0,0,0,0
NP_416385.1 tRNA U34 carboxymethyltransferase,0,0,0,0,0,0,0
NP_416386.4 trimethylamine N-oxide reductase 2,1,1,1,1,1,1,1
NP_416387.1 cytochrome c quinol dehydrogenase TorY,1,1,1,0,1,0,1
NP_416389.4 putative metal-binding enzyme YecM,0,0,0,0,0,0,0
NP_416390.1 arginine--tRNA ligase,0,0,1,0,0,0,0
NP_416391.4 protein YecT,1,0,0,0,0,0,0
NP_416392.1 flagellar protein,1,1,0,1,1,1,1
NP_416393.1 flagellar biosynthesis protein FlhA,1,1,1,1,1,1,1
NP_416394.1 flagellar biosynthesis protein FlhB,1,0,1,1,1,0,1
NP_416395.1 chemotaxis protein CheZ,0,0,0,0,0,0,0
NP_416396.1 chemotaxis protein CheY,0,0,0,0,0,0,0
NP_416397.1 protein-glutamate methylesterase/protein glutamine deamidase,0,0,0,0,0,0,0
NP_416398.1 chemotaxis protein methyltransferase,0,0,0,0,0,0,0
NP_416399.1 methyl-accepting chemotaxis protein Tap,1,1,1,1,1,1,1
NP_416400.1 methyl-accepting chemotaxis protein Tar,1,0,1,1,1,1,1
NP_416401.1 chemotaxis protein CheW,1,0,1,1,1,1,1
NP_416402.1 chemotaxis protein CheA,1,0,1,1,1,0,0
NP_416403.1 motility protein B,1,1,1,0,1,0,1
NP_416404.1 motility protein A,1,1,1,1,1,1,1
NP_416405.1 DNA-binding transcriptional dual regulator FlhC,1,0,1,1,1,1,1
NP_416406.4 DNA-binding transcriptional dual regulator FlhD,0,0,0,0,0,0,0
NP_416407.1 IS1 protein InsB,0,0,0,0,0,0,0
NP_416408.1 IS1 protein InsA,0,0,0,0,0,0,0
NP_416409.1 universal stress protein C,0,0,0,0,0,0,0
NP_416410.1 trehalose-6-phosphate synthase,0,0,0,1,0,0,0
NP_416411.1 trehalose-6-phosphate phosphatase,0,0,0,0,0,0,0
NP_416413.1 arabinose ABC transporter ATP binding subunit,1,1,1,1,1,1,1
NP_416414.1 arabinose ABC transporter periplasmic binding protein,1,1,1,0,1,1,1
NP_416415.1 putative ferritin-like protein,0,0,0,0,0,0,0
NP_416416.2 DUF2766 domain-containing protein YecJ,1,0,0,0,0,0,0
NP_416417.1 lipoprotein YecR,1,1,0,1,1,0,1
NP_416418.1 ferritin iron storage protein,1,1,1,0,0,1,0
NP_416419.1 DUF2492 domain-containing protein YecH,0,0,0,0,0,0,0
NP_416420.1 tyrosine:H(+) symporter,1,1,1,1,1,1,1
NP_416421.1 UPF0149 family protein YecA,0,0,0,0,0,0,0
NP_416422.1 phosphatidylglycerophosphate synthase,1,0,1,1,1,1,0
NP_416423.4 excision nuclease subunit C,1,0,1,1,0,1,0
NP_416424.1 DNA-binding transcriptional activator UvrY,0,0,0,0,0,0,0
NP_416425.1 DUF2594 domain-containing protein YecF,1,0,0,0,0,0,0
NP_416426.1 DNA-binding transcriptional dual regulator SdiA,0,0,0,0,0,0,0
NP_416427.1 cystine ABC transporter ATP binding subunit,1,1,0,0,1,0,1
NP_416428.1 cystine ABC transporter membrane subunit,1,1,1,1,1,1,1
NP_416429.4 D-cysteine desulfhydrase,0,0,0,1,0,0,0
NP_416430.1 cystine ABC transporter periplasmic binding protein,1,1,1,0,1,1,1
NP_416431.2 DNA-binding transcriptional regulator FliZ,0,0,0,0,0,0,0
NP_416432.3 RNA polymerase sigma 28 (sigma F) factor,1,0,1,0,0,0,0
NP_416433.1 flagellar filament structural protein,1,1,1,1,1,1,1
NP_416434.1 flagellar filament capping protein,1,1,1,1,1,1,1
NP_416435.1 flagellar biosynthesis protein FliS,0,0,0,0,1,0,0
NP_416436.1 flagellar biosynthesis protein FliT,0,0,0,0,0,0,0
NP_416437.1 alpha-amylase,0,0,0,0,0,0,0
NP_416438.1 lipoprotein YedD,1,1,1,0,1,1,1
NP_416439.1 putative selenium transporter YedE,1,1,1,1,1,1,1
NP_416440.1 putative sulfurtransferase YedF,0,0,0,0,0,0,0
NP_416442.1 putative acetyltransferase YedL,0,0,0,0,0,0,0
NP_416447.1 flagellar basal-body protein FliE,1,0,0,0,1,0,0
NP_416448.1 flagellar basal-body MS-ring and collar protein,1,0,1,0,1,0,1
NP_416449.1 flagellar motor switch protein FliG,1,0,1,0,0,1,0
NP_416450.2 flagellar biosynthesis protein FliH,0,1,0,0,0,0,0
NP_416451.1 flagellum-specific ATP synthase FliI,1,0,1,1,1,0,1
NP_416452.1 flagellar biosynthesis protein FliJ,0,0,0,0,0,0,0
NP_416453.1 flagellar hook-length control protein,1,0,1,0,1,0,1
NP_416454.1 flagellar protein FliL,1,0,1,1,0,0,0
NP_416455.1 flagellar motor switch protein FliM,0,0,0,0,0,0,0
NP_416456.1 flagellar motor switch protein FliN,1,0,0,0,1,0,0
NP_416457.4 flagellar biosynthesis protein FliO,1,1,0,1,1,0,1
NP_416458.1 flagellar biosynthesis protein FliP,1,1,1,1,1,1,1
NP_416459.1 flagellar biosynthesis protein FliQ,1,1,0,1,1,1,1
NP_416460.1 flagellar biosynthesis protein FliR,1,1,1,1,1,1,1
NP_416461.1 DNA-binding transcriptional activator RcsA,0,0,0,0,0,0,0
NP_416462.1 protein DsrB,0,0,0,0,0,0,0
NP_416463.4 stress-induced protein,0,0,0,0,0,0,0
NP_416464.1 putative mannosyl-3-phosphoglycerate phosphatase,0,0,0,0,0,0,0
NP_416465.2 putative diguanylate cyclase DgcQ,1,1,1,1,1,0,1
NP_416466.1 protein YodC,1,1,1,0,0,1,0
NP_416467.1 conserved inner membrane protein YedI,1,1,1,1,1,1,1
NP_416468.1 putative transporter YedA,1,1,1,1,1,1,1
