Sequence ID,gb,knn,log,nb,rf,svm,tree
NP_011541.1 ribosomal 40S subunit protein S25A,0,0,0,0,0,0,0
NP_011542.3 Msp1p,1,0,1,0,1,0,1
NP_011543.4 flavin-linked sulfhydryl oxidase,0,0,0,0,0,0,0
NP_011544.1 ribonuclease P/MRP protein subunit POP6,0,0,0,0,0,0,0
NP_011545.1 Imo32p,1,0,0,0,0,0,0
NP_011546.3 1-beta-glucan synthase GSC2,1,1,1,1,1,1,1
NP_011547.3 Tim21p,1,0,1,0,1,0,1
NP_011548.2 ribosomal 60S subunit protein L26B,0,0,0,0,0,0,0
NP_011549.1 uncharacterized protein YGR035C,0,0,0,0,0,0,0
NP_011550.3 dolichyldiphosphatase,1,1,1,1,1,1,1
NP_011551.3 long-chain fatty acid transporter ACB1,0,0,0,0,0,0,0
NP_011552.1 sphingolipid homeostasis protein ORM1,1,0,1,1,1,1,1
NP_011554.3 mitogen-activated serine/threonine-protein kinase KSS1,0,0,0,0,0,0,0
NP_011555.3 Bud9p,1,0,1,1,1,0,1
NP_011556.1 Mte1p,0,0,0,0,0,0,0
NP_011557.1 sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate transaldolase NQM1,0,0,0,0,0,0,0
NP_011558.1 Rme1p,0,0,0,0,0,0,0
NP_011560.3 putative phosphatidate cytidylyltransferase,1,1,1,1,1,1,1
NP_011561.3 transcription factor TFIIIC subunit TFC4,1,1,1,1,1,0,0
NP_011562.1 polyubiquitin-binding protein UFD1,1,0,1,0,1,0,1
NP_011563.1 Scm4p,1,1,1,1,1,1,1
NP_011566.1 protein kinase FMP48,1,0,1,0,1,1,0
NP_011567.3 Mco32p,0,1,0,0,0,0,0
NP_011568.3 uncharacterized protein YGR054W,1,0,0,1,1,0,0
NP_011569.1 Mup1p,1,1,1,1,1,1,1
NP_011570.1 RSC subunit protein RSC1,0,0,0,1,0,0,0
NP_011571.4 Lst7p,0,0,0,1,0,0,0
NP_011572.2 Pef1p,0,0,0,0,0,0,0
NP_011573.3 septin SPR3,0,0,0,0,0,0,0
NP_011574.3 methylsterol monooxygenase,1,1,0,1,1,1,1
NP_011575.1 phosphoribosylformylglycinamidine synthase,1,0,1,1,1,1,1
NP_011576.1 membrane insertase COX18,1,1,1,1,1,1,1
NP_011577.3 transcription elongation factor SPT4,1,1,0,0,1,0,0
NP_011579.1 Vht1p,1,1,1,1,1,1,1
NP_011580.3 Gid10p,0,0,1,0,0,0,0
NP_011581.4 uncharacterized protein YGR067C,1,0,0,1,1,1,1
NP_011582.1 Art5p,0,0,0,1,0,0,0
NP_011584.2 Rho family guanine nucleotide exchange factor ROM1,0,0,0,1,1,0,0
NP_011585.3 Env11p,0,1,0,1,1,1,1
NP_011586.1 Upf3p,0,0,1,0,0,0,0
NP_011588.3 mRNA splicing protein SMD1,1,1,1,0,0,0,0
NP_011589.3 U4/U6-U5 snRNP complex subunit PRP38,0,0,0,0,0,0,0
NP_011590.1 mitochondrial 54S ribosomal protein YmL25,0,0,0,0,0,0,0
NP_011591.1 Pex8p,0,1,0,1,1,1,1
NP_011592.3 tubulin-binding prefolding complex subunit PAC10,0,0,0,0,0,0,0
NP_011593.1 uncharacterized protein YGR079W,1,0,1,0,1,0,0
NP_011594.3 Twf1p,0,0,0,0,1,0,0
NP_011595.3 Slx9p,0,0,1,0,0,0,0
NP_011596.1 Tom20p,1,0,1,0,1,0,1
NP_011597.1 translation initiation factor eIF2B subunit delta,1,0,1,1,1,1,0
NP_011598.3 mitochondrial 37S ribosomal protein YmS-A,1,0,0,0,0,0,0
NP_011599.1 ribosomal 60S subunit protein L11B,1,0,1,0,0,0,0
NP_011600.3 lipid-binding protein PIL1,0,0,0,0,0,0,0
NP_011601.3 indolepyruvate decarboxylase 6,1,0,0,1,1,0,0
NP_011602.2 catalase T,0,0,1,1,1,0,0
NP_011603.1 Nnf2p,1,1,1,1,1,1,1
NP_011604.3 rRNA-processing protein UTP22,1,0,1,1,1,1,1
NP_011605.1 U4/U6-U5 snRNP complex subunit PRP31,0,1,0,0,0,0,0
NP_011606.3 serine/threonine-protein kinase DBF2,1,0,1,1,0,0,1
NP_011607.3 Drn1p,0,0,0,0,0,0,0
NP_011608.1 valine--tRNA ligase,0,0,0,1,0,0,0
NP_011609.2 exosome non-catalytic core subunit RRP46,1,0,0,0,0,0,0
NP_011610.3 thiamine transporter TPC1,1,1,1,1,1,1,1
NP_011611.1 Ask10p,0,1,1,1,1,0,0
NP_011612.3 separase,1,1,0,1,1,1,1
NP_011613.3 Tel2p,0,0,0,1,1,0,0
NP_011614.1 GTPase-activating protein MDR1,0,0,1,1,1,0,1
NP_011615.1 rhomboid protease PCP1,1,1,1,1,1,1,1
NP_011616.3 glutamyl-tRNA(Gln) amidotransferase subunit F,0,0,0,0,0,0,0
NP_011617.1 mRNA-binding ribosome synthesis protein NOP7,1,0,1,0,0,0,0
NP_011618.3 Srb5p,1,1,0,1,1,1,0
NP_011619.3 Vma21p,1,1,1,1,1,1,1
NP_011620.1 Voa1p,1,0,1,1,1,1,1
NP_011622.1 B-type cyclin CLB1,1,0,1,0,1,1,0
NP_011623.3 B-type cyclin CLB6,0,0,0,0,0,0,0
NP_011624.1 gag-pol fusion protein,0,0,0,1,0,0,0
NP_011625.3 carboxylic ester hydrolase,0,0,0,1,0,0,0
NP_011626.1 uncharacterized protein YGR111W,0,0,0,0,0,0,0
NP_011627.1 Shy1p,1,1,1,0,1,0,1
NP_011628.4 Dam1p,1,0,0,0,0,0,0
NP_011631.1 chromatin-remodeling histone chaperone SPT6,1,0,1,1,0,0,0
NP_011632.3 uncharacterized protein YGR117C,1,0,0,1,0,1,0
NP_011633.3 ribosomal 40S subunit protein S23A,0,0,1,0,0,0,0
NP_011634.1 FG-nucleoporin NUP57,1,1,1,1,1,1,1
NP_011635.2 Golgi transport complex subunit COG2,0,0,0,0,0,0,0
NP_011636.3 ammonium permease MEP1,1,1,1,1,1,1,1
NP_011637.3 uncharacterized protein YGR122W,1,1,1,1,1,1,1
NP_011639.3 protein serine/threonine phosphatase,1,1,1,0,0,0,0
NP_011640.1 asparagine synthase (glutamine-hydrolyzing) 2,1,1,0,1,0,0,0
NP_011641.1 uncharacterized protein YGR125W,1,1,1,1,1,1,1
NP_011642.3 uncharacterized protein YGR126W,0,0,0,0,0,0,0
NP_011643.1 uncharacterized protein YGR127W,0,0,0,0,0,0,0
NP_011644.3 Utp8p,1,0,1,1,1,1,1
NP_011645.3 Syf2p,0,0,1,0,0,0,0
NP_011646.1 uncharacterized protein YGR130C,0,0,1,0,0,0,0
NP_011647.1 Fhn1p,1,1,1,1,1,1,1
NP_011648.3 prohibitin subunit PHB1,1,0,1,0,1,0,0
NP_011649.1 E2 ubiquitin-protein ligase peroxin 4,1,1,0,0,1,0,1
NP_011650.3 CCR4-NOT core subunit CAF130,1,0,1,1,1,1,1
NP_011651.3 proteasome core particle subunit alpha 3,1,1,1,0,1,0,0
NP_011652.1 Lsb1p,0,0,0,0,1,0,0
NP_011654.1 spermine transporter,1,1,1,1,1,1,1
NP_011656.3 Cbf2p,0,1,1,1,1,0,0
NP_011657.1 Vps62p,1,0,0,1,1,0,0
NP_011658.3 Btn2p,0,0,0,0,0,0,0
NP_011659.3 beta-glucan synthesis-associated protein SKN1,1,1,1,1,1,1,1
NP_011660.1 thiamine thiazole synthase,1,0,1,1,1,1,0
NP_011661.2 ribosome biosynthesis protein ENP2,0,0,1,0,0,0,0
NP_011662.3 Ecl1p,0,1,0,0,0,0,0
NP_011663.3 Nat2p,1,1,1,0,1,0,0
NP_011664.3 ribosomal 60S subunit protein L24B,0,0,0,0,0,0,0
NP_011665.1 glycerophosphocholine acyltransferase,1,1,1,1,1,1,1
NP_011666.1 Ccm1p,1,0,0,1,1,0,1
NP_011668.3 Ras family GTPase RSR1,0,0,0,0,0,0,0
NP_011669.2 uncharacterized protein YGR153W,0,0,0,0,0,0,0
NP_011670.3 omega-class glutathione transferase,1,0,0,0,0,0,0
NP_011671.3 cystathionine beta-synthase CYS4,1,0,0,0,1,0,0
NP_011672.1 cleavage polyadenylation factor subunit PTI1,1,1,0,0,1,0,1
NP_011673.1 phosphatidylethanolamine N-methyltransferase,1,1,1,1,1,1,0
NP_011674.3 exosome non-catalytic core subunit MTR3,1,1,1,0,0,0,0
NP_011675.1 Nsr1p,0,0,1,0,0,0,0
NP_011677.3 Rts3p,0,0,0,0,0,0,0
NP_011678.3 translation initiation factor eIF4G,0,1,1,1,0,0,0
NP_011679.3 Gtr2p,1,0,1,0,1,1,0
NP_011681.1 mitochondrial 37S ribosomal protein MRPS35,1,0,1,0,0,0,0
NP_011682.1 Trs65p,1,1,1,1,1,1,1
NP_011683.3 Clc1p,0,0,1,0,0,0,0
NP_011684.1 Pex35p,1,1,1,1,1,1,1
NP_011685.3 pseudouridine synthase PUS6,0,0,0,0,0,0,0
NP_011686.1 phosphatidylserine decarboxylase 2,1,0,0,1,1,1,1
NP_011687.1 methionine--tRNA ligase MSM1,1,1,0,1,0,0,0
NP_011688.3 transporter YIP1,1,1,1,1,1,1,1
NP_011689.1 Rbg2p,0,0,0,0,0,0,0
NP_011690.3 Cbp4p,1,0,0,0,0,0,0
NP_011691.1 squalene monooxygenase,1,0,1,1,1,0,1
NP_011693.1 alcohol O-acetyltransferase,0,0,0,1,1,0,0
NP_011694.3 Pbp1p,0,0,0,1,0,0,0
NP_011695.1 Okp1p,0,0,0,0,0,0,0
NP_011696.3 ribonucleotide-diphosphate reductase subunit RNR4,1,0,0,1,1,0,1
NP_011697.3 protein translocase subunit TIM13,1,1,0,0,1,0,1
NP_011699.1 ubiquinol--cytochrome-c reductase subunit 9,1,0,0,1,1,0,1
NP_011700.1 E3 ubiquitin-protein ligase UBR1,1,0,1,1,1,1,1
NP_011701.3 tyrosine--tRNA ligase TYS1,0,0,0,0,0,0,0
NP_011702.1 transcription factor IIF subunit TFG1,1,0,1,0,0,0,0
NP_011703.3 Hgh1p,0,1,0,0,0,0,0
NP_011704.3 protein kinase BUB1,1,0,1,1,1,0,0
NP_011705.1 transglycosylase,1,0,1,1,1,1,1
NP_011707.1 histidine permease,1,1,1,1,1,1,1
NP_011708.3 glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH3,0,0,0,0,0,0,0
NP_011709.1 Pdx1p,1,0,1,0,1,0,0
NP_011710.3 xylulokinase,0,1,0,1,0,0,0
NP_011711.3 exosome non-catalytic core subunit SKI6,1,1,0,0,0,0,0
NP_011712.1 Fyv8p,0,0,1,0,0,0,0
NP_011713.1 Sng1p,1,0,1,1,1,1,1
NP_011714.3 Ypp1p,0,1,1,1,1,1,1
NP_011715.1 dolichyl-phosphate-mannose-protein mannosyltransferase PMT6,1,1,1,1,1,1,1
NP_011716.3 Elongator subunit ELP2,1,1,0,1,1,1,1
NP_011717.4 uncharacterized protein YGR201C,0,0,0,0,0,0,0
NP_011718.1 choline-phosphate cytidylyltransferase,0,0,1,0,0,0,0
NP_011719.1 phosphatase YCH1,0,0,0,0,0,0,0
NP_011720.3 trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase ADE3,1,0,1,1,1,0,0
NP_011721.3 putative ATP-dependent kinase,1,0,1,0,1,1,1
NP_011722.3 ubiquitin-binding ESCRT-I subunit protein MVB12,0,0,0,0,1,0,1
NP_011723.1 Cir1p,1,0,0,0,0,0,0
NP_011724.1 phosphoserine phosphatase,1,0,1,0,1,1,0
NP_011725.3 thioredoxin TRX2,0,0,0,0,1,0,0
NP_011726.1 uncharacterized protein YGR210C,0,0,0,0,0,0,0
NP_011727.3 zinc finger-containing protein ZPR1,1,0,1,0,0,0,0
NP_011728.3 N-acetyltransferase,0,1,0,1,1,1,1
NP_011729.1 Rta1p,1,1,1,1,1,1,1
NP_011730.1 ribosomal 40S subunit protein S0A,0,0,0,0,0,0,0
NP_011731.3 mitochondrial 37S ribosomal protein RSM27,0,0,0,0,0,0,0
NP_011732.1 phosphatidylinositol N-acetylglucosaminyltransferase,1,1,1,1,1,1,1
NP_011733.3 Cch1p,1,1,1,1,1,1,1
NP_011734.3 exportin CRM1,1,1,1,1,1,1,1
NP_011736.1 mitochondrial 54S ribosomal protein YmL9,0,0,0,0,0,0,0
NP_011737.2 Tos2p,1,1,1,1,1,0,0
NP_011738.3 Pet54p,0,0,1,0,0,0,0
NP_011739.1 Hsv2p,0,0,0,0,0,0,0
NP_011740.3 azole transporter,1,1,1,1,1,1,1
NP_011741.5 Ama1p,1,1,0,1,1,1,1
NP_011743.2 dolichyl-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-dolichol alpha-1- glucosyltransferase,1,1,1,1,1,1,1
NP_011745.1 Smi1p,1,1,1,0,0,0,0
NP_011746.3 Bns1p,0,0,0,0,0,0,0
NP_011747.2 prohibitin subunit PHB2,1,0,1,0,1,0,0
NP_011748.3 Nas6p,1,1,1,0,0,1,0
NP_011749.3 Pho81p,1,1,1,1,1,1,1
NP_011750.1 flavohemoglobin,1,0,0,0,0,0,0
NP_011751.1 Mic26p,1,1,1,0,1,0,1
NP_011752.4 Spg1p,1,1,1,0,1,1,1
NP_011753.1 uncharacterized protein YGR237C,0,0,0,1,0,0,0
NP_011754.3 Kel2p,0,1,0,1,0,0,0
NP_011755.3 Pex21p,0,0,0,0,1,0,1
NP_011756.1 6-phosphofructokinase subunit alpha,1,0,1,1,1,1,0
NP_011757.3 Yap1802p,1,1,1,0,1,0,0
NP_011759.1 mitochondrial pyruvate carrier,1,1,0,1,1,1,1
NP_011760.3 succinate--CoA ligase (GDP-forming) subunit beta,1,0,1,0,0,0,0
NP_011761.3 Sda1p,1,0,1,1,1,0,0
NP_011762.1 transcription factor TFIIIB subunit BRF1,0,0,1,0,0,0,0
NP_011763.1 2''-cyclic-nucleotide 3'-phosphodiesterase,1,0,0,0,0,1,0
NP_011764.3 6-phosphogluconolactonase SOL4,0,0,0,0,0,0,0
NP_011765.1 Mga1p,0,0,0,1,1,1,1
NP_011766.3 Rie1p,1,1,1,1,1,1,1
NP_011767.3 Nop19p,0,0,0,0,0,0,0
NP_011768.1 histone acetyltransferase GCN5,1,0,1,0,0,0,0
NP_011769.1 proteasome core particle subunit alpha 5,1,0,0,0,0,0,0
NP_011770.3 phosphopyruvate hydratase ENO1,1,0,0,0,0,0,0
NP_011771.1 putative N-dimethylaniline monooxygenase COQ6,1,1,1,1,1,0,0
NP_011772.3 phosphogluconate dehydrogenase (decarboxylating) GND2,0,0,0,1,0,0,0
NP_011773.3 Mtm1p,1,0,1,1,1,1,1
NP_011774.1 ssDNA endodeoxyribonuclease RAD2,1,0,1,1,1,0,0
NP_011776.1 Tna1p,1,1,1,1,1,1,1
NP_011777.3 Apl6p,1,0,1,1,1,1,0
NP_011778.1 serine/threonine protein kinase BUD32,0,0,0,0,0,0,0
NP_011779.3 steryl deacetylase,1,0,1,1,1,1,1
NP_011780.3 methionine--tRNA ligase MES1,1,0,1,1,1,0,0
NP_011782.1 uncharacterized protein YGR266W,0,1,0,1,0,0,0
NP_011783.1 GTP cyclohydrolase I,0,0,0,0,0,0,0
NP_011784.3 Hua1p,0,0,0,0,0,0,0
NP_011786.1 Yta7p,1,0,1,1,0,0,0
NP_011787.4 putative RNA helicase,0,1,0,1,0,1,0
NP_011789.1 uncharacterized protein YGR273C,0,0,0,0,0,0,0
NP_011790.1 histone acetyltransferase,1,0,1,1,1,0,0
NP_011791.4 Rtt102p,0,0,1,0,0,0,0
NP_011792.1 Rnh70p,1,0,0,0,0,0,0
NP_011793.3 putative pantetheine-phosphate adenylyltransferase,0,0,0,0,0,0,0
NP_011794.3 U2-type spliceosomal complex subunit CWC22,1,1,1,0,1,0,0
NP_011795.1 putative family 17 glucosidase,1,0,1,1,1,1,1
NP_011796.1 telomerase inhibitor,0,0,0,0,0,0,0
NP_011797.3 ATP-binding cassette transporter YOR1,1,1,1,1,1,1,1
NP_011798.1 glucan 1-beta-glucosidase,1,1,1,1,1,1,1
NP_011799.3 putative methyltransferase,0,0,0,0,0,0,0
NP_011800.3 Erv29p,1,1,1,1,1,1,1
NP_011801.1 zuotin,0,0,0,0,0,0,0
NP_011802.1 biotin synthase,1,1,0,0,0,0,0
NP_011803.3 oligo-1-glucosidase IMA1,1,0,0,1,1,1,0
NP_011804.1 transcription factor MAL13,0,0,1,1,0,0,0
NP_011805.3 alpha-glucoside permease,1,1,1,1,1,1,1
NP_011808.3 alpha-glucosidase MAL12,1,0,1,1,1,1,0
NP_011810.1 seripauperin PAU12,1,0,0,1,1,1,0
NP_011811.1 Cos6p,1,0,1,1,1,1,1
NP_011812.3 Y' element ATP-dependent helicase protein 1 copy 3,1,0,1,1,1,1,1
NP_011813.1 uncharacterized protein YHL050C,1,1,1,1,1,1,1
NP_011814.1 uncharacterized protein YHL049C,0,0,0,0,0,0,0
NP_011815.1 Cos8p,1,0,1,1,1,1,1
NP_011816.2 siderophore transporter,1,1,1,1,1,1,1
NP_011817.1 seripauperin PAU13,1,0,0,1,1,1,0
NP_011819.1 DUP240 family protein,1,0,1,1,1,1,1
NP_011820.1 Ecm34p,1,0,1,1,1,0,1
NP_011821.1 uncharacterized protein YHL042W,1,1,0,1,1,0,1
NP_011823.1 siderophore transporter,1,1,1,1,1,1,1
NP_011824.1 protein-lysine N-methyltransferase,1,1,1,1,1,1,1
NP_011825.1 Cbp2p,1,0,1,1,1,1,1
NP_011827.1 Mup3p,1,1,1,1,1,1,1
NP_011828.1 putative ATP-binding cassette multidrug transporter VMR1,1,1,1,1,1,1,1
NP_011829.1 Sbp1p,0,0,1,0,0,0,0
NP_011830.1 ribosomal 60S subunit protein L8A,0,0,0,0,0,0,0
NP_011831.1 glycerol kinase,1,1,0,1,1,1,1
NP_011832.1 Gos1p,1,1,1,0,1,1,1
NP_011833.1 Ecm29p,1,1,1,1,1,1,1
NP_011834.1 Oca5p,0,1,0,1,1,0,1
NP_011835.1 Wsc4p,1,0,1,1,1,1,1
NP_011836.1 alkaline-responsive transcriptional regulator RIM101,0,0,0,1,0,0,0
NP_011837.2 uncharacterized protein YHL026C,1,1,1,1,1,1,0
NP_011838.1 Snf6p,1,0,1,1,0,0,1
NP_011839.1 Rim4p,1,0,1,1,0,0,1
NP_011840.1 Npr3p,1,0,0,1,1,0,0
NP_011841.1 DNA topoisomerase (ATP-hydrolyzing),0,0,0,0,0,0,0
NP_011842.1 Aim17p,1,1,1,1,1,1,0
NP_011843.1 transcriptional regulator OPI1,0,1,1,0,0,0,0
NP_011844.1 Apm2p,1,0,1,0,1,0,0
NP_011845.1 4a-hydroxytetrahydrobiopterin dehydratase,0,0,0,0,0,0,0
NP_011846.1 uncharacterized protein YHL017W,1,1,1,1,1,1,1
NP_011847.1 Dur3p,1,1,1,1,1,1,1
NP_011848.1 ribosomal 40S subunit protein S20,0,0,0,0,0,0,0
NP_011849.1 Ylf2p,0,0,0,0,0,0,0
NP_011850.1 Otu2p,0,0,0,0,0,0,0
NP_011851.1 UTP--glucose-1-phosphate uridylyltransferase,0,0,0,1,1,0,0
NP_011852.1 ribose phosphate diphosphokinase subunit PRS3,0,0,0,0,0,0,0
NP_011853.1 Etp1p,0,0,1,0,0,0,0
NP_011854.1 Yap3p,0,0,1,0,0,0,0
NP_011855.1 uncharacterized protein YHL008C,1,0,1,1,1,1,1
NP_011856.1 mitogen-activated protein kinase kinase kinase kinase STE20,0,0,0,1,0,0,0
NP_011857.2 Shu1p,1,0,0,1,1,1,0
NP_011859.1 mitochondrial 37S ribosomal protein MRP4,1,1,1,0,1,1,0
NP_011860.1 sphingosine N-acyltransferase LAG1,1,1,1,1,1,1,1
NP_011861.1 ESCRT-0 subunit protein HSE1,0,0,0,0,1,0,1
NP_011862.1 ribosomal 60S subunit protein L14B,0,0,0,0,0,0,0
NP_011863.1 oxysterol-binding protein related protein OSH7,1,0,0,0,1,0,1
NP_011864.1 ubiquinol--cytochrome-c reductase subunit 10,1,1,1,1,1,1,1
NP_011865.1 coenzyme A transporter,1,0,1,1,1,1,1
NP_011866.1 tRNA threonylcarbamoyladenosine dehydratase,1,0,0,0,1,0,1
NP_011867.1 Nem1-Spo7 phosphatase catalytic subunit NEM1,1,0,1,0,1,0,0
NP_011868.1 guanine nucleotide-binding protein subunit alpha,1,1,1,0,1,1,1
NP_011869.1 protein transporter TIM10,1,1,1,0,1,0,1
NP_011870.1 Stp2p,1,0,0,1,0,0,0
NP_011871.1 sterol 14-demethylase,1,0,1,1,1,1,1
NP_011872.1 superoxide dismutase SOD2,1,0,1,0,1,1,1
NP_011873.1 Tda3p,1,0,0,0,0,0,0
NP_011874.1 ribosomal 60S subunit protein L27A,0,0,0,0,0,0,0
NP_011875.1 putative serine--tRNA ligase DIA4,1,0,1,0,0,0,0
NP_011876.1 retromer subunit VPS29,0,0,0,0,1,0,1
NP_011877.1 peptide alpha-N-acetyltransferase complex A subunit ARD1,0,0,0,0,0,0,0
NP_011878.1 Spo13p,0,0,0,0,0,0,0
NP_011879.1 Mip6p,0,0,0,1,1,0,0
NP_011880.1 Ysc84p,0,1,1,0,1,0,0
NP_011881.1 Ysc83p,0,1,0,1,1,0,1
NP_011882.1 argininosuccinate lyase ARG4,1,0,1,0,0,0,0
NP_011883.1 asparagine--tRNA ligase DED81,1,0,1,0,0,0,0
NP_011884.1 proline--tRNA ligase,0,1,0,1,0,0,0
NP_011885.1 ribosomal 40S subunit protein S27B,0,1,0,0,0,0,0
NP_011886.1 Ecm12p,1,1,1,1,1,1,1
NP_011887.1 uncharacterized protein YHR022C,0,1,0,0,0,0,0
NP_011888.1 myosin 1,1,0,1,1,0,0,0
NP_011889.1 mitochondrial-processing protease subunit alpha,1,0,1,1,1,0,0
NP_011890.1 homoserine kinase,1,0,1,1,1,0,0
NP_011891.1 H(+)-transporting V0 sector ATPase subunit c'',1,1,1,1,1,1,1
NP_011892.1 proteasome regulatory particle base subunit RPN1,1,1,1,1,0,0,0
NP_011893.1 Dap2p,1,1,1,1,1,1,1
NP_011894.1 Yhi9p,0,0,0,0,0,0,0
NP_011895.1 mitogen-activated serine/threonine-protein kinase SLT2,0,0,1,0,0,0,0
NP_011896.1 DNA helicase,1,0,1,1,1,1,0
NP_011897.1 Erc1p,1,1,1,1,1,1,1
NP_011898.1 putative glutamate 5-kinase,0,0,0,0,0,0,0
NP_011899.1 Pih1p,0,0,0,0,0,0,0
NP_011900.1 Nel1p,0,1,0,1,0,1,1
NP_011901.1 Brl1p,1,0,1,0,1,0,1
NP_011902.1 1-pyrroline-5-carboxylate dehydrogenase,1,0,1,1,1,1,1
NP_011903.1 Rrf1p,0,1,1,0,0,0,0
NP_011904.1 meiotic recombination directing protein,1,1,1,1,1,1,1
NP_011905.1 H(+)-transporting V1 sector ATPase subunit G,0,1,0,0,0,0,1
NP_011906.1 Bcd1p,0,0,0,0,0,0,0
NP_011907.1 Srb2p,1,1,0,0,1,1,0
NP_011908.1 NADPH--hemoprotein reductase,1,0,1,1,1,1,1
NP_011909.1 2-deoxyglucose-6-phosphatase,0,0,0,0,0,0,0
NP_011910.1 2-deoxyglucose-6-phosphatase,0,0,0,0,0,0,0
NP_011911.1 uncharacterized protein YHR045W,1,1,1,1,1,1,1
NP_011912.1 inositol monophosphate 1-phosphatase INM1,0,1,0,0,1,0,0
NP_011913.1 arginine/alanine aminopeptidase,1,0,1,1,1,1,1
NP_011914.1 Yhk8p,1,1,1,1,1,1,1
NP_011915.1 putative serine hydrolase,0,0,0,0,0,0,0
NP_011917.1 divalent metal ion transporter SMF2,1,1,1,1,1,1,1
NP_011918.1 cytochrome c oxidase subunit VI,0,0,1,0,1,0,1
NP_011919.1 Cic1p,0,0,0,0,0,0,0
NP_011920.1 metallothionein CUP1,1,1,0,0,0,0,0
NP_011921.1 uncharacterized protein YHR054C,1,0,0,1,1,1,1
NP_011922.1 metallothionein CUP1,1,1,0,0,0,0,0
NP_011923.2 Rsc30p,1,0,1,1,1,1,1
NP_011924.1 peptidylprolyl isomerase CPR2,1,0,0,0,1,0,1
NP_011925.1 mediator complex subunit MED6,1,0,1,1,1,1,0
NP_011926.1 Fyv4p,0,0,0,0,0,0,0
NP_011927.1 Vma22p,1,1,1,0,0,0,0
NP_011928.1 Gic1p,0,0,0,0,0,0,0
NP_011929.1 RNA-binding RNA processing protein RPP1,1,0,0,0,0,0,0
NP_011930.1 2-dehydropantoate 2-reductase PAN5,1,0,1,1,1,0,1
NP_011931.2 Ssz1p,1,0,0,0,1,0,0
NP_011932.2 RNA-dependent ATPase RRP3,1,0,1,0,0,0,0
NP_011933.1 rRNA-binding ribosome biosynthesis protein,1,0,1,0,0,0,0
NP_011934.1 hydroxyacyl-thioester dehydratase HTD2,0,0,1,0,0,0,0
NP_011935.1 deoxyhypusine synthase,1,0,0,0,0,0,0
NP_011936.1 exosome non-catalytic core subunit RRP4,1,0,1,0,1,1,1
NP_011937.1 tRNA (guanine) methyltransferase,1,0,0,0,0,0,0
NP_011938.1 Pcl5p,0,0,0,0,0,0,0
NP_011939.2 lanosterol synthase ERG7,1,1,0,1,1,1,1
NP_011940.1 oxysterol-binding protein related protein OSH3,0,1,0,1,1,0,0
NP_011941.1 glutamine-dependent NAD(+) synthetase,0,1,0,1,0,0,0
NP_011942.1 carboxylesterase-mitochondrial 37S ribosomal protein YmS2,1,0,0,1,1,1,0
NP_011943.2 type 2C protein phosphatase PTC7,1,0,1,0,1,1,0
NP_011944.2 Nmd2p,1,0,1,1,0,0,0
NP_011945.1 uncharacterized protein YHR078W,1,1,1,1,1,1,1
NP_011946.1 bifunctional endoribonuclease/protein kinase IRE1,1,0,1,1,1,1,1
NP_011947.2 Sae3p,0,0,0,0,0,0,0
NP_011948.1 Lam4p,1,1,0,1,1,0,1
NP_011949.1 Lrp1p,0,0,0,0,0,0,0
NP_011950.1 putative serine/threonine protein kinase KSP1,0,1,1,1,1,0,0
NP_011951.1 SAM complex subunit SAM35,0,1,1,0,1,1,1
NP_011952.1 homeodomain family transcription factor STE12,1,0,1,1,1,0,0
NP_011953.1 Ipi1p,0,0,0,0,0,0,0
NP_011954.1 Nam8p,1,1,1,1,1,1,1
NP_011955.1 Rtc3p,0,0,0,0,0,0,0
NP_011956.1 rRNA-binding ribosome biosynthesis protein RPF1,0,0,0,0,0,0,0
NP_011957.1 H/ACA snoRNP pseudouridylase subunit GAR1,0,0,1,0,0,0,0
NP_011958.1 histone acetyltransferase YNG2,0,0,0,0,0,0,0
NP_011959.1 arginine--tRNA ligase MSR1,1,0,1,1,1,1,1
NP_011960.2 hexose transporter HXT4,1,1,1,1,1,1,1
NP_011962.1 hexose transporter HXT1,1,1,1,1,1,1,1
NP_011964.1 hexose transporter HXT5,1,1,1,1,1,1,1
NP_011965.1 Pal2p,0,0,0,0,0,0,0
NP_011966.1 Sfb3p,1,1,1,1,1,1,1
NP_011967.1 histone acetyltransferase TRA1,1,0,1,1,1,1,1
NP_011968.1 phosphatidylglycerophosphatase,1,0,1,0,0,1,1
NP_011969.1 Big1p,1,0,1,1,1,1,1
NP_011970.1 putative serine/threonine protein kinase KIC1,1,0,0,1,1,0,0
NP_011971.1 Sbe22p,1,0,1,1,1,1,1
NP_011972.1 trifunctional aldehyde reductase/xylose reductase/glucose 1-dehydrogenase (NADP(+)),0,0,0,0,0,0,0
NP_011973.1 Ypt35p,0,1,0,0,0,0,0
NP_011974.1 thioredoxin-disulfide reductase TRR2,1,0,0,1,1,0,0
NP_011975.1 septin CDC12,0,0,0,0,0,0,0
NP_011976.1 phosphatidylinositol 4-phosphate-binding protein,1,1,1,1,1,0,0
NP_011977.1 cytochrome c lysine N-methyltransferase,0,0,0,1,1,0,0
NP_011978.1 Erp5p,1,1,1,0,1,1,1
